,Unnamed: 0.1,Unnamed: 0,class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,sciname,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
10267,10267,10267,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,ingrami,-999,Long-tailed Planigale,-999.0,7.24,2.0,6.035,1.3,-999.0,90.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3,-999.0,-999.0,5.1,4.3,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Planigale ingrami,21944891,40534,Planigale ingrami,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,ingrami,,,,"(Thomas, 1906)",Least Concern,,3.1,Stable,Global
10268,10268,10268,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,maculata,-999,Pygmy Planigale,290.0,7.645,2.0,11.3,5.8,20.0,70.72,-999.0,3.525,-999.0,-999.0,-999.0,4.870833333,-999.0,0.249144422,11.0,14.15,10.6,-999.0,-999.0,-999.0,10.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Planigale maculata,21944685,40535,Planigale maculata,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,maculata,,,,"(Gould, 1851)",Least Concern,,3.1,Stable,Global
10270,10270,10270,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,tenuirostris,-999,Narrow-nosed Planigale,240.0,5.995,2.0,6.85,5.2,19.0,94.73,-999.0,2.515,-999.0,-999.0,-999.0,4.0,-999.0,0.744010951,5.5,9.0,7.1,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Planigale tenuirostris,21944763,40536,Planigale tenuirostris,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Planigale,tenuirostris,,,,"Troughton, 1928",Least Concern,,3.1,Stable,Global
10271,10271,10271,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,bilarni,-999,Sandstone Dibbler,344.325,4.75,1.0,23.05,3.0,38.98,100.68,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,0.999315537,23.0,31.25,-999.0,-999.0,-999.0,-999.0,9.818,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudantechinus bilarni,21945319,40636,Pseudantechinus bilarni,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,bilarni,,,,"(Johnson, 1954)",Least Concern,,3.1,Decreasing,Global
10272,10272,10272,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,macdonnellensis,-999,Fat-tailed False Antechinus,350.0,5.94,1.0,39.99,7.9,44.36,106.0,0.01115,-999.0,-999.0,-999.0,-999.0,2.5,350.0,0.999315537,30.0,26.0,43.1,-999.0,-999.0,-999.0,10.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudantechinus macdonnellensis,21945598,40537,Pseudantechinus macdonnellensis,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,macdonnellensis,,,,"(Spencer, 1895)",Least Concern,,3.1,Unknown,Global
10273,10273,10273,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,mimulus,-999,Alexandria False Antechinus,350.0,5.94,1.0,39.99,7.9,44.36,106.0,0.01115,-999.0,-999.0,-999.0,-999.0,2.5,350.0,0.999315537,30.0,26.0,43.1,-999.0,-999.0,-999.0,10.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudantechinus mimulus,21945496,18447,Pseudantechinus mimulus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,mimulus,,,,"(Thomas, 1906)",Near Threatened,,3.1,Decreasing,Global
10274,10274,10274,Mammalia,Dasyuromorphia,Dasyuridae,Pseudantechinus,ningbing,-999,Ningbing False Antechinus,341.73,4.0,1.05,20.74,2.0,46.71,111.68,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,0.999315537,17.5,23.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Pseudantechinus ningbing,21945674,40538,Pseudantechinus ningbing,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Pseudantechinus,ningbing,,,,"Kitchener, 1988",Least Concern,,3.1,Unknown,Global
10276,10276,10276,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,-999,Tasmanian Devil,730.56,2.94,1.0,6500.0,13.05833333,26.0,243.33,0.02175,850.0,-999.0,-999.0,-999.0,8.1,730.0,0.999315537,7000.0,9000.0,6126.8,-999.0,-999.0,-999.0,67.893,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sarcophilus harrisii,10331066,40540,Sarcophilus harrisii,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sarcophilus,harrisii,,,,"(Boitard, 1841)",Endangered,A2be+3e,3.1,Decreasing,Global
10281,10281,10281,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,dolichura,-999,Little Long-tailed Dunnart,289.12,7.2,1.1,14.39,3.17,-999.0,90.0,-999.0,3.87,-999.0,-999.0,-999.0,3.0,-999.0,0.999315537,13.5,16.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sminthopsis dolichura,21948697,40542,Sminthopsis dolichura,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,dolichura,,,,"Kitchener, Stoddart &amp; Henry, 1984",Least Concern,,3.1,Stable,Global
10284,10284,10284,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,granulipes,-999,White-tailed Dunnart,-999.0,-999.0,-999.0,25.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.0,18.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sminthopsis granulipes,21948474,41509,Sminthopsis granulipes,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,granulipes,,,,"Troughton, 1932",Least Concern,,3.1,Unknown,Global
10285,10285,10285,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,griseoventer,-999,Gray-bellied Dunnart,365.28,8.0,-999.0,17.5,3.6,-999.0,70.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.5875,-999.0,-999.0,15.0,20.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sminthopsis griseoventer,21948615,41510,Sminthopsis griseoventer,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,griseoventer,,,,"Kitchener, Stoddart &amp; Henry, 1984",Least Concern,,3.1,Unknown,Global
10286,10286,10286,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,hirtipes,-999,Hairy-footed Dunnart,-999.0,-999.0,-999.0,15.0,1.416666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.416666667,-999.0,-999.0,12.8,16.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sminthopsis hirtipes,21948399,40544,Sminthopsis hirtipes,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,hirtipes,,,,"Thomas, 1898",Least Concern,,3.1,Unknown,Global
10292,10292,10292,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis,psammophila,-999,Sandhill Dunnart,-999.0,5.49,1.5,33.5,5.0,18.0,91.32,-999.0,-999.0,-999.0,-999.0,-999.0,5.0,-999.0,-999.0,25.7,31.25,-999.0,-999.0,-999.0,-999.0,10.5,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Sminthopsis psammophila,21947794,20293,Sminthopsis psammophila,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,DASYURIDAE,Sminthopsis,psammophila,,,,"Spencer, 1895",Vulnerable,"B2ab(ii,iii,v); D2",3.1,Decreasing,Global
10295,10295,10295,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius,fasciatus,-999,Numbat,350.06,4.0,1.05,471.5,11.05833333,14.0,271.595,-999.0,-999.0,-999.0,-999.0,-999.0,6.0,730.56,0.999315537,478.0,597.0,438.2,-999.0,-999.0,-999.0,25.25,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Myrmecobius fasciatus,21949380,14222,Myrmecobius fasciatus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,MYRMECOBIIDAE,Myrmecobius,fasciatus,,,,"Waterhouse, 1836",Endangered,C2a(i),3.1,Decreasing,Global
10296,10296,10296,Mammalia,Dasyuromorphia,Thylacinidae,Thylacinus,cynocephalus,-999,Thylacine,-999.0,3.0,1.55,25000.0,13.0,-999.0,60.88,-999.0,-999.0,-999.0,-999.0,-999.0,11.2375,-999.0,0.999315537,30000.0,25000.0,-999.0,-999.0,-999.0,-999.0,130.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Thylacinus cynocephalus,21949291,21866,Thylacinus cynocephalus,ANIMALIA,CHORDATA,DASYUROMORPHIA,MAMMALIA,THYLACINIDAE,Thylacinus,cynocephalus,,,,"(Harris, 1808)",Extinct,,3.1,,Global
10304,10304,10304,Mammalia,Didelphimorphia,Didelphidae,Didelphis,aurita,-999,Big-eared Opossum,178.0,6.2,2.0,1149.875,7.0,14.0,100.0,0.18,95.955,-999.0,-999.0,-999.0,4.0,240.0,0.424366872,1150.0,1650.0,1244.3,-999.0,-999.0,-999.0,39.635,41.0,-999.0,-999.0,-999.0,-999,-999.0,170.0,Didelphis aurita,197310366,40500,Didelphis aurita,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Didelphis,aurita,,,,"(Wied-Neuwied, 1826)",Least Concern,,3.1,Stable,Global
10306,10306,10306,Mammalia,Didelphimorphia,Didelphidae,Didelphis,marsupialis,-999,Common Opossum,178.0,6.2,2.0,1149.875,7.0,14.0,100.0,0.18,95.955,-999.0,-999.0,-999.0,4.0,240.0,0.424366872,1150.0,1650.0,1244.3,-999.0,-999.0,-999.0,39.635,41.0,-999.0,-999.0,-999.0,-999,-999.0,170.0,Didelphis marsupialis,197310576,40501,Didelphis marsupialis,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Didelphis,marsupialis,,,,"Linnaeus, 1758",Least Concern,,3.1,Stable,Global
10308,10308,10308,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,-999,Virginia Opossum,184.0,6.645,2.0,1414.5,7.0,12.345,100.0,0.15,125.0,-999.0,-999.0,-999.0,4.179166667,241.5,0.354373717,1150.0,1650.0,2045.45,-999.0,-999.0,-999.0,40.27,41.0,-999.0,1.38,-999.0,-999,-999.0,170.0,Didelphis virginiana,22176259,40502,Didelphis virginiana,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Didelphis,virginiana,,,,"Kerr, 1792",Least Concern,,3.1,Increasing,Global
10315,10315,10315,Mammalia,Didelphimorphia,Didelphidae,Gracilinanus,microtarsus,-999,Brazilian Gracile Opossum,365.265,9.7,1.0,24.5,2.0,-999.0,76.1,9.0,9.0,-999.0,-999.0,-999.0,1.0,365.265,-999.0,20.0,30.0,-999.0,-999.0,-999.0,-999.0,10.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gracilinanus microtarsus,197306376,9421,Gracilinanus microtarsus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Gracilinanus,microtarsus,,,,"Wagner, 1842",Least Concern,,3.1,Unknown,Global
10318,10318,10318,Mammalia,Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,-999,Lutrine Opossum,182.64,8.0,2.0,450.0,3.0,14.0,91.32,-999.0,-999.0,-999.0,-999.0,-999.0,2.954166667,182.64,-999.0,490.4,661.75,540.0,-999.0,-999.0,-999.0,32.499,37.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lutreolina crassicaudata,22175337,40503,Lutreolina crassicaudata,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Lutreolina,crassicaudata,,,,"(Desmarest, 1804)",Least Concern,,3.1,Unknown,Global
10321,10321,10321,Mammalia,Didelphimorphia,Didelphidae,Marmosa,mexicana,-999,Mexican Mouse Opossum,406.92,5.8,2.0,60.0,15.05833333,22.0,154.0,0.31,118.0,-999.0,-999.0,-999.0,9.5,-999.0,0.380561259,46.0,58.25,1045.5,-999.0,-999.0,-999.0,15.0,13.2,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosa mexicana,22173751,40504,Marmosa mexicana,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosa,mexicana,,,,"Merriam, 1897",Least Concern,,3.1,Stable,Global
10327,10327,10327,Mammalia,Didelphimorphia,Didelphidae,Marmosa,xerophila,-999,Guajira Mouse Opossum,273.96,7.9,1.15,30.0,1.166666667,14.0,60.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.083333333,273.96,-999.0,40.0,60.0,-999.0,-999.0,-999.0,-999.0,13.1,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosa xerophila,115106154,12815,Marmosa xerophila,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosa,xerophila,,,,"Handley &amp; Gordon, 1979",Vulnerable,A2c,3.1,Decreasing,Global
10328,10328,10328,Mammalia,Didelphimorphia,Didelphidae,Marmosops,bishopi,-999,Bishop's Slender Opossum,-999.0,4.05,-999.0,20.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,26.3,28.3,-999.0,-999.0,-999.0,-999.0,10.346,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops bishopi,22178294,136296,Marmosops bishopi,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,bishopi,,,,"(Pine, 1981)",Least Concern,,3.1,Unknown,Global
10329,10329,10329,Mammalia,Didelphimorphia,Didelphidae,Marmosops,cracens,-999,Narrow-headed Slender Opossum,-999.0,-999.0,1.0,26.63,-999.0,-999.0,64.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.0,103.0,-999.0,-999.0,-999.0,-999.0,11.825,16.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops cracens,22179053,12817,Marmosops cracens,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,cracens,,,,"(Handley &amp; Gordon, 1979)",Data Deficient,,3.1,Unknown,Global
10330,10330,10330,Mammalia,Didelphimorphia,Didelphidae,Marmosops,fuscatus,-999,Dusky Slender Opossum,185.61,5.47,1.0,45.15,2.491666667,-999.0,64.63,-999.0,-999.0,-999.0,-999.0,-999.0,2.491666667,-999.0,-999.0,45.0,103.0,-999.0,-999.0,-999.0,-999.0,13.225,16.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops fuscatus,22179192,12819,Marmosops fuscatus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,fuscatus,,,,"Thomas, 1896",Data Deficient,,3.1,Decreasing,Global
10331,10331,10331,Mammalia,Didelphimorphia,Didelphidae,Marmosops,handleyi,-999,Handley's Slender Opossum,-999.0,-999.0,-999.0,30.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,27.0,29.5,-999.0,-999.0,-999.0,-999.0,11.3,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops handleyi,22179321,12820,Marmosops handleyi,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,handleyi,,,,"(Pine, 1981)",Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
10332,10332,10332,Mammalia,Didelphimorphia,Didelphidae,Marmosops,impavidus,-999,Tschudi's Slender Opossum,-999.0,9.5,2.0,21.0,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.995833333,-999.0,-999.0,57.3,77.4,19.3,-999.0,-999.0,-999.0,11.6,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops impavidus,22178706,89333331,Marmosops impavidus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,impavidus,,,,"Tschudi, 1845",Least Concern,,3.1,Stable,Global
10333,10333,10333,Mammalia,Didelphimorphia,Didelphidae,Marmosops,incanus,-999,Gray Slender Opossum,-999.0,-999.0,1.0,59.88,-999.0,-999.0,64.63,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,45.0,103.0,-999.0,-999.0,-999.0,-999.0,14.475,16.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops incanus,197313574,12822,Marmosops incanus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,incanus,,,,"(Lund, 1840)",Least Concern,,3.1,Unknown,Global
10336,10336,10336,Mammalia,Didelphimorphia,Didelphidae,Marmosops,neblina,-999,Neblina Slender Opossum,-999.0,9.5,2.0,35.0,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.995833333,-999.0,-999.0,57.3,77.4,19.3,-999.0,-999.0,-999.0,11.8,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops neblina,197314373,136830,Marmosops neblina,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,neblina,,,,"Gardner, 1990",Least Concern,,3.1,Stable,Global
10337,10337,10337,Mammalia,Didelphimorphia,Didelphidae,Marmosops,noctivagus,-999,White-bellied Slender Opossum,-999.0,-999.0,-999.0,37.0,4.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.495833333,-999.0,-999.0,57.3,77.4,-999.0,-999.0,-999.0,-999.0,11.75,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops noctivagus,197313291,40508,Marmosops noctivagus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,noctivagus,,,,"(Tschudi, 1844)",Least Concern,,3.1,Stable,Global
10339,10339,10339,Mammalia,Didelphimorphia,Didelphidae,Marmosops,paulensis,-999,Brazilian Slender Opossum,-999.0,-999.0,1.0,49.385,1.0,-999.0,64.63,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,45.0,103.0,-999.0,-999.0,-999.0,-999.0,13.15,16.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Marmosops paulensis,197314231,136278,Marmosops paulensis,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Marmosops,paulensis,,,,"(Tate, 1931)",Least Concern,,3.1,Unknown,Global
10341,10341,10341,Mammalia,Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,-999,Brown Four-eyed Opossum,-999.0,5.0,1.55,440.0,4.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,-999.0,0.999315537,350.0,480.4,336.0,-999.0,-999.0,-999.0,27.0345,26.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Metachirus nudicaudatus,197311536,40509,Metachirus nudicaudatus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Metachirus,nudicaudatus,,,,"(É. Geoffroy, 1803)",Least Concern,,3.1,Stable,Global
10345,10345,10345,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,dimidiata,-999,Yellow-sided Opossum,304.4,14.0,1.0,44.56,1.0,-999.0,55.68,0.08,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,0.916030116,37.5,82.0,-999.0,-999.0,-999.0,-999.0,9.96,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Monodelphis dimidiata,22170430,13693,Monodelphis dimidiata,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Monodelphis,dimidiata,,,,"(Wagner, 1847)",Least Concern,,3.1,Stable,Global
10346,10346,10346,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,domestica,-999,Gray Short-tailed Opossum,137.1,9.0,4.0,100.0,6.0,14.775,51.245,0.095,20.65,-999.0,-999.0,-999.0,5.55,122.0,0.144421629,90.0,100.0,104.0,-999.0,-999.0,-999.0,16.955,13.7,-999.0,0.899,-999.0,-999,-999.0,-999.0,Monodelphis domestica,197307682,40514,Monodelphis domestica,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Monodelphis,domestica,,,,"(Wagner, 1842)",Least Concern,,3.1,Stable,Global
10355,10355,10355,Mammalia,Didelphimorphia,Didelphidae,Philander,frenatus,-999,Southeastern Four-eyed Opossum,216.665,4.675,2.5,510.0,4.408333333,13.5,79.77,0.2,78.955,-999.0,-999.0,-999.0,3.5,213.08,0.290212183,403.75,607.5,674.0,-999.0,-999.0,-999.0,28.38,27.5,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Philander frenatus,22177125,136375,Philander frenatus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Philander,frenatus,,,,"Olfers, 1818",Least Concern,,3.1,Unknown,Global
10361,10361,10361,Mammalia,Didelphimorphia,Didelphidae,Thylamys,macrurus,-999,Paraguayan Fat-tailed Mouse Opossum,-999.0,-999.0,-999.0,37.415,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,41.0,41.0,-999.0,-999.0,-999.0,-999.0,12.6635,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Thylamys macrurus,22173324,21867,Thylamys macrurus,ANIMALIA,CHORDATA,DIDELPHIMORPHIA,MAMMALIA,DIDELPHIDAE,Thylamys,macrurus,,,,"(Olfers, 1818)",Near Threatened,,3.1,Decreasing,Global
10373,10373,10373,Mammalia,Diprotodontia,Burramyidae,Cercartetus,lepidus,-999,Tasmanian Pygmy Possum,-999.0,3.665,1.55,10.015,-999.0,-999.0,89.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.999315537,9.0,8.4,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,91.32,Cercartetus lepidus,21963428,40577,Cercartetus lepidus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,BURRAMYIDAE,Cercartetus,lepidus,,,,"(Thomas, 1888)",Least Concern,,3.1,Stable,Global
10376,10376,10376,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,-999,Bennett's Tree-kangaroo,-999.0,1.0,1.1,9581.0,20.0,32.0,600.0,-999.0,2900.0,-999.0,-999.0,-999.0,15.7,-999.0,0.999657769,9300.0,12600.0,-999.0,-999.0,-999.0,-999.0,70.6715,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Dendrolagus bennettianus,21957127,6426,Dendrolagus bennettianus,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Dendrolagus,bennettianus,,,,"De Vis, 1887",Near Threatened,,3.1,Stable,Global
10425,10425,10425,Mammalia,Diprotodontia,Macropodidae,Petrogale,persephone,-999,Proserpine Rock-wallaby,764.044,1.0,1.46,5585.63,10.0,32.0,329.06,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,761.0,0.786105407,5500.0,6950.0,-999.0,-999.0,-999.0,-999.0,90.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Petrogale persephone,21955635,16747,Petrogale persephone,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Petrogale,persephone,,,,"Maynes, 1982",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
10432,10432,10432,Mammalia,Diprotodontia,Macropodidae,Thylogale,brunii,-999,Dusky Pademelon,343.92,1.0,1.0,4796.0,15.1,29.89,320.0,0.4345,2024.4,-999.0,-999.0,-999.0,9.6,730.0,0.999315537,7000.0,14500.0,4796.0,-999.0,-999.0,-999.0,53.959,-999.0,-999.0,-999.0,-999.0,-999,-999.0,441.38,Thylogale brunii,21958826,21870,Thylogale brunii,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,MACROPODIDAE,Thylogale,brunii,,,,"(Schreber, 1778)",Vulnerable,A3d,3.1,Decreasing,Global
10444,10444,10444,Mammalia,Diprotodontia,Petauridae,Petaurus,gracilis,-999,Ebony Glider,456.6,1.595,1.28,310.0,14.80833333,20.0,122.0,-999.0,65.0,-999.0,-999.0,-999.0,13.4,456.6,0.501026694,380.0,418.5,245.0,-999.0,-999.0,-999.0,24.5,-999.0,-999.0,-999.0,-999.0,-999,24.5,-999.0,Petaurus gracilis,21959531,16727,Petaurus gracilis,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PETAURIDAE,Petaurus,gracilis,,,,"(de Vis, 1883)",Endangered,B1ab(iii),3.1,Decreasing,Global
10480,10480,10480,Mammalia,Diprotodontia,Pseudocheiridae,Hemibelideus,lemuroides,-999,Lemur-like Ringtail,730.5,1.0,1.05,1040.0,15.0,-999.0,121.76,-999.0,-999.0,-999.0,-999.0,-999.0,5.4,730.5,0.999315537,945.0,935.0,-999.0,-999.0,-999.0,-999.0,35.2,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Hemibelideus lemuroides,21962427,9869,Hemibelideus lemuroides,ANIMALIA,CHORDATA,DIPROTODONTIA,MAMMALIA,PSEUDOCHEIRIDAE,Hemibelideus,lemuroides,,,,"(Collett, 1884)",Near Threatened,B1a,3.1,Stable,Global
